node_id,baseline_ccc,projected_dio,projected_dso,projected_dpo,projected_ccc,delta_ccc,covenant_breach_flag
SUP_089,118.92192276793602,88.69824774611274,98.83497359097593,35.06357036294395,152.4696509741447,33.54772820620869,1
SUP_090,187.64117089471583,370.28462363060623,33.18466731688509,192.2285621233708,211.24072882412054,23.59955792940471,1
SUP_091,158.1131656382554,126.49586065325536,120.16318830098852,64.38907820864982,182.26997074559404,24.15680510733864,1
SUP_092,9.005352121967235,52.194713882080954,19.222543001308622,35.79165387816286,35.62560300522671,26.620250883259473,0
SUP_093,-4.128944087522612,95.69066683150498,22.759325063530945,87.34667570734908,31.103316187686858,35.23226027520947,0
SUP_094,254.99118755818648,524.5602341278085,29.231105238067094,260.9700313340538,292.82130803182184,37.83012047363536,1
SUP_095,24.858209017666734,63.255974460492084,49.86073449516122,56.29068005491222,56.826028900741086,31.967819883074352,0
SUP_096,151.70113086192788,316.95396208280533,13.557341118128463,154.31427044910168,176.19703275183213,24.495901889904246,1
SUP_097,175.9446183264902,226.42484935704175,167.36416261568638,174.14839414715615,219.64061782557198,43.69599949908178,1
SUP_098,16.662504862313114,66.69601491839272,22.74443284416519,44.82647150525926,44.613976257298646,27.951471394985532,0
SUP_099,75.8110326705136,113.10181179885612,36.62592646519195,39.69569894351978,110.0320393205283,34.2210066500147,1
SUP_100,166.4921421632119,71.82650473373444,135.394021762348,19.683062142799564,187.53746435328284,21.045322190070948,1
SUP_101,234.7457135384836,93.69601200903841,239.18683043478217,65.56105514668141,267.32178729713917,32.57607375865555,1
SUP_102,22.365569760569173,52.363109595041564,23.91711098741322,36.483413780585146,39.79680680186964,17.43123704130047,0
SUP_103,145.27152428321676,86.990364137732,96.56204300608567,17.968526421202235,165.58388072261545,20.312356439398684,1
SUP_104,269.421863308835,75.42442874749548,230.59260139777825,10.0,296.01703014527374,26.59516683643875,1
SUP_105,116.05666059930267,164.79342670151814,153.68703497000044,174.11460346488988,144.3658582066287,28.309197607326027,1
SUP_106,30.893826620333343,161.5442843054443,17.117801993041684,123.11037778313742,55.55170851534858,24.657881895015237,0
SUP_107,108.32203866561936,96.20744980814388,37.80848954323373,10.0,124.0159393513776,15.693900685758237,1
SUP_108,88.15607228374975,92.61548599146063,34.36557524121125,10.0,116.98106123267189,28.82498894892214,1
SUP_109,87.96652415816774,87.30169006889369,34.80519691648354,15.127524803800732,106.9793621815765,19.01283802340876,1
SUP_110,38.144973075586265,31.062388784536232,43.87015873900276,10.0,64.932547523539,26.787574447952736,0
SUP_111,39.97612214310411,77.17478411935623,39.72824624941537,45.71356651127492,71.18946385749668,31.21334171439257,0
SUP_112,38.41616704622631,81.2194876413426,19.912964226886945,38.410808221809226,62.72164364642031,24.305476600193998,0
SUP_113,266.93686073055375,115.87991263656937,269.30093277346714,93.46103060879668,291.71981480123986,24.782954070686117,1
SUP_114,92.15884900178231,300.7882492005618,21.558002827355104,203.80485586969658,118.5413961582203,26.38254715643798,1
SUP_115,53.68873907106065,127.92800952936732,27.753005075392885,77.00168758875482,78.67932701600539,24.990587944944735,0
SUP_116,-38.23607646825164,36.49821712152284,58.50222543218802,109.60589305711595,-14.605450503405095,23.630625964846544,0
SUP_117,43.53958651681223,37.54525133888296,59.12339318773621,25.624959583571,71.04368494304818,27.50409842623595,0
SUP_118,144.8566253706406,74.56332618757952,192.70579587444885,104.27878969344614,162.99033236858224,18.13370699794166,1
SUP_119,7.395233094380558,232.2595433527634,32.51260808520672,237.1800844267668,27.59206701120334,20.196833916822783,0
SUP_120,151.68542641979138,147.25123409500094,131.47812757867214,94.83131703709078,183.8980446365823,32.21261821679093,1
SUP_121,167.68362462522427,115.81189987199075,148.40046801405296,56.947567227085706,207.264800658958,39.581176033733726,1
SUP_122,86.31409497998848,201.71162379065763,19.591043379512264,118.0665855463671,103.23608162380279,16.921986643814307,1
SUP_123,40.597645536985695,53.91665398355748,22.73244598374614,10.331085595902884,66.31801437140072,25.720368834415027,0
SUP_124,107.15814862340288,121.50836581428533,80.07196543936647,68.93642441674012,132.64390683691167,25.485758213508788,1
SUP_125,381.53555692861056,124.5925841556707,352.8281373882358,71.11964890396513,406.30107263994137,24.765515711330806,1
SUP_126,49.79345653724722,40.0671947050521,47.72912973604679,10.0,77.79632444109889,28.002867903851666,0
SUP_127,34.15771521820763,82.58345921141293,72.60030549121247,87.51243089508978,67.67133380753563,33.513618589328004,0
SUP_128,177.70768947897375,120.05741120150935,102.08345213304224,15.468354426059433,206.67250890849218,28.96481942951843,1
SUP_129,129.57320459421643,88.22371937650749,94.0283790713069,22.87486761367278,159.37723083414159,29.80402623992515,1
SUP_130,88.92700036738086,85.60185286808965,43.373779025317155,15.321712551304651,113.65391934210216,24.7269189747213,1
SUP_131,53.23990512221814,35.0947911416208,57.30389304173205,11.850558973680506,80.54812520967235,27.30822008745421,0
SUP_132,33.7699116668895,157.3628096250665,108.1053881334009,205.33114757738386,60.13705018108354,26.36713851419404,0
SUP_133,243.65276889968888,186.7130266356668,129.21880023649558,50.7023266710941,265.2295002010683,21.576731301379397,1
SUP_134,3.8006738401434177,73.30135785401671,14.11856648524026,57.076867415342335,30.343056923914645,26.542383083771227,0
SUP_135,380.8457449481425,34.21927970234526,529.573222483423,160.3232454868027,403.4692566989656,22.62351175082307,1
SUP_136,13.494098690236896,92.47114358232116,26.838186423876397,72.90673770961145,46.40259229658611,32.90849360634921,0
SUP_137,-25.39049357237764,43.97654973208733,40.27575755705115,84.14873849986509,0.10356878927339608,25.494062361651036,0
SUP_138,137.34275400309957,28.835038360776835,217.91287186662979,88.38485720449204,158.36305302291458,21.020299019815013,1
SUP_139,147.03226682544215,45.941834964384554,125.81193038545466,10.0,161.75376534983923,14.721498524397077,1
SUP_140,69.59829239658632,96.70413015981248,147.15707087212724,138.9328563967038,104.9283446352359,35.330052238649586,1
SUP_141,-35.02290705796136,49.035306674456535,42.729836218169886,101.24482424503168,-9.479681352405265,25.543225705556097,0
SUP_142,174.4422150174341,106.02347298866647,164.66171095666348,64.25725037332492,206.42793357200506,31.98571855457095,1
SUP_143,194.3035243001808,151.6469198381004,159.143208716365,89.70042372518631,221.08970482927904,26.78618052909823,1
SUP_144,19.2738172672988,108.79950970730025,9.890606537792612,76.71393055277738,41.97618569231547,22.70236842501667,0
SUP_145,46.14402863517771,38.63850185405574,90.40373582640223,48.520252823522256,80.5219848569357,34.37795622175799,0
SUP_146,-77.25174738621354,45.52071816571241,22.333299940087542,120.75580935271425,-52.9017912469143,24.349956139299238,0
SUP_147,81.29585264838646,125.17524693310021,61.99267082782032,77.03800568356448,110.12991207735607,28.83405942896961,1
SUP_148,85.6320384257249,99.16689682353069,74.91839958625891,57.40965779955398,116.67563861023562,31.043600184510723,1
SUP_149,78.7098120439054,49.060946326081066,92.9834700648173,21.2998290522344,120.74458733866396,42.03477529475856,1
